Name;Producer;Grape;Classification;Alcohol;Year;Aging;Price
Fattoria dei Barbi Brunello di Montalcino 2015;Fattoria dei Barbi;Sangiovese;DOCG Brunello di Montalcino;14.50;2015;Aged in barrique;29.50
Campo Alle Comete Bolgheri Stupore 2016;Campo alle Comete;Blend Red;DOC Bolgheri Rosso;14.00;2016;Aged in barrique;16.90
Il Poggione Brunello di Montalcino 2016;Il Poggione;Sangiovese;DOCG Brunello di Montalcino;14.50;2016;Aged in barrique;38.80
Leonardo da Vinci Vitruviano Chianti 2019;Cantine Leonardo da Vinci;Blend Red;DOCG Chianti;13.00;2019;No oak/wood;8.00
Guado al Tasso Bolgheri Il Bruciato 2019;Tenuta Guado al Tasso (Antinori);Blend Red;DOC Bolgheri Rosso;14.50;2019;Aged in barrique;18.90
Castello di Fonterutoli Chianti Classico 2018;Castello di Fonterutoli (Mazzei);Sangiovese;DOCG Chianti Classico;13.50;2018;Aged in wood;15.49
Pianirossi Maremma Toscana Rosso Solus 2016;Pianirossi;Blend Red;IGT Toscano o Toscana;13.50;2016;Aged in wood;13.42
Cantina di Montalcino Sangiovese Poggio del Sasso 2017;Cantina di Montalcino;Sangiovese;IGT Toscano o Toscana;12.50;2017;Aged in barrique;6.10
Il Poggione Brunello di Montalcino 2014;Il Poggione;Sangiovese;DOCG Brunello di Montalcino;14.50;2014;Aged in barrique;30.50
Salcheto Nobile di Montepulciano 2017;Salcheto;Sangiovese Grosso;DOCG Vino Nobile di Montepulciano;13.50;2017;Aged in big casks;15.90
Jacopo Biondi Santi Sassoalloro 2018;Jacopo Biondi Santi;Sangiovese;IGT Toscano o Toscana;13.50;2018;Aged in barrique;18.50
Stomennano Chianti 2019;Stomennano;Blend Red;DOCG Chianti;13.50;2019;Aged in barrique;6.71
Castello di Nipozzano Chianti Rufina Vecchie Viti Riserva 2016;Castello di Nipozzano (Frescobaldi);Blend Red;DOCG Chianti Rufina Riserva;13.50;2016;Aged in wood;18.50
Castello di Nipozzano Chianti Rufina Riserva 2017;Castello di Nipozzano (Frescobaldi);Sangiovese;DOCG Chianti Rufina Riserva;13.50;2017;Aged in barrique;12.90
Silvio Nardi 43° Rosso Toscana;Tenute Silvio Nardi;Blend Red;IGT Toscano o Toscana;14.50;2018;Aged in barrique;7.20
Borgo Salcetino Chianti Classico 2017;Borgo Salcetino (Livon);Blend Red;DOCG Chianti Classico;13.00;2017;Aged in barrique;10.39
Ornellaia Le Volte 2018;Ornellaia;Blend Red;IGT Toscano o Toscana;14.00;2018;Aged in barrique;19.00
Leonardo da Vinci Villa da Vinci Santo Ippolito 2018;Cantine Leonardo da Vinci;Blend Red;IGT Toscano o Toscana;13.50;2018;Aged in barrique;22.90
Cantina di Montalcino Brunello Montalcino 2015;Cantina di Montalcino;Sangiovese;DOCG Brunello di Montalcino ;13.50;2015;Aged in wood;24.40
Castello di Radda Chianti Gran Selezione Vigna il Corno 2015;Castello di Radda;Sangiovese;DOCG Chianti Classico Gran Selezione;15.00;2015;Aged in wood;33.31
Avignonesi Nobile di Montepulciano Bio 2016;Avignonesi;Sangiovese;DOCG Vino Nobile di Montepulciano;13.50;2016;Aged in barrique;18.80
Tenuta di Sesta Brunello di Montalcino 2015;Tenuta di Sesta;Sangiovese Grosso;DOCG Brunello di Montalcino;14.50;2015;Aged in wood;31.17
Castello Albola Chianti Classico Riserva 2017;Castello di Albola;Blend Red;DOCG Chianti Classico Riserva;13.50;2017;Aged in barrique;17.60
Brancaia Tre 2018;Brancaia;Blend Red;IGT Toscano o Toscana;13.50;2018;Aged in wood;12.20
Collemassari Montecucco Riserva 2016;Colle Massari;Blend Red;DOC Montecucco Rosso Riserva;14.50;2016;Aged in barrique;13.99
Campo alle Comete Bolgheri Superiore 2016;Campo alle Comete;Blend Red;DOC Bolgheri Rosso Superiore;14.50;2016;Aged in wood;40.26
Braccesca Nobile di Montepulciano 2017;La Braccesca (Antinori);Blend Red;DOCG Vino Nobile di Montepulciano;14.50;2017;Aged in big casks;12.52
Castello di Radda Chianti Classico Riserva 2015;Castello di Radda;Sangiovese;DOCG Chianti Classico Riserva;14.50;2015;Aged in barrique;24.58
Banfi Brunello di Montalcino Poggio alle Mura 2015;Banfi;Sangiovese;DOCG Brunello di Montalcino ;15.00;2015;Aged in barrique;39.38
Frescobaldi Chianti Castiglioni 2019;Tenuta di Castiglioni (Frescobaldi);Blend Red;DOCG Chianti;13.00;2019;No oak/wood;7.50
Ornellaia Le Serre Nuove dell'Ornellaia 2018;Ornellaia;Blend Red;DOC Bolgheri Rosso;14.00;2018;No oak/wood;43.51
Podere Casisano Brunello di Montalcino 2015;Podere Casisano;Sangiovese Grosso;DOCG Brunello di Montalcino;14.00;2015;Aged in wood;43.36
Leonardo da Vinci Vitruviano Chianti Riserva 2016;Cantine Leonardo da Vinci;Blend Red;DOCG Chianti Riserva;13.00;2016;Aged in wood;10.91
Antinori Villa Antinori Rosso 2018;Antinori;Blend Red;IGT Toscano o Toscana;14.00;2018;Aged in barrique;12.90
Campo di Sasso Insoglio del Cinghiale 2019;Tenuta Campo di Sasso (Biserno);Blend Red;IGT Toscano o Toscana;14.00;2019;Aged in barrique;17.30
Poggio al Tufo Cabernet Sauvignon 2018;Poggio al Tufo;Cabernet Sauvignon;IGT Toscano o Toscana;13.00;2018;Aged in wood;8.61
Petrolo Torrione 2018;Petrolo;Blend Red;DOC Valdarno di Sopra Rosso;14.00;2018;Aged in barrique;26.84
Leonardo da Vinci Vitruviano Toscana Rosso 2019;Cantine Leonardo da Vinci;Sangiovese;IGT Toscano o Toscana;13.00;2019;No oak/wood;7.49
Brancaia Chianti Classico Riserva 2016;Brancaia;Blend Red;DOCG Chianti Classico Riserva;14.50;2016;Aged in barrique;24.50
Le Mortelle Botrosecco 2018;Le Mortelle (Antinori);Blend Red;DOC Maremma Toscana Cabernet;14.00;2018;Aged in barrique;12.51
Badia a Coltibuono Chianti Classico 2018;Badia a Coltibuono;Blend Red;DOCG Chianti Classico;13.50;2018;Aged in barrique;13.51
Col D'Orcia Brunello di Montalcino Biologico 2016;Col d'Orcia;Sangiovese;DOCG Brunello di Montalcino;14.50;2016;Aged in wood;29.89
Marchese Antinori Chianti Classico Riserva 2018;Tignanello (Antinori);Blend Red;DOCG Chianti Classico Riserva;14.00;2018;Aged in barrique;29.00
Pian delle Vigne Rosso di Montalcino 2019;Pian delle Vigne (Antinori);Sangiovese;DOC Rosso di Montalcino;14.00;2019;Aged in big casks;15.49
Col D'Orcia Spezieri Bio 2019;Col d'Orcia;Blend Red;IGT Toscano o Toscana;14.00;2019;Aged in barrique;8.38
La Massa la Massa 2017;La Massa;Blend Red;IGT Toscano o Toscana;13.50;2017;Aged in barrique;19.90
Leonardo da Vinci Capolavori Chianti Vergine delle Rocce 2018;Cantine Leonardo da Vinci;Blend Red;DOCG Chianti;13.00;2018;No oak/wood;9.89
Tenuta Perano Chianti Classico Riserva 2016;Tenuta Perano (Marchesi Frescobaldi);Blend Red;DOCG Chianti Classico Riserva;14.50;2016;Aged in wood;21.50
Banfi Chianti Classico Riserva 2016;Banfi;Blend Red;DOCG Chianti Classico Riserva;13.50;2016;Aged in wood;14.01
Mastrojanni Brunello di Montalcino 2015;Mastrojanni;Sangiovese;DOCG Brunello di Montalcino;14.50;2015;Aged in wood;43.35
Felsina Chianti Classico Rancia Riserva 2017;Felsina;Sangiovese;DOCG Chianti Classico Riserva;13.50;2017;Aged in barrique;35.00
Capezzana Ghiaie della Furba 2016;Capezzana;Blend Red;IGT Toscano o Toscana;15.00;2016;Aged in barrique;32.00
Carpineto Nobile di Montepulciano Riserva 2016;Carpineto;Blend Red;DOCG Vino Nobile di Montepulciano Riserva;13.50;2016;Aged in wood;21.35
Fabrizio Dionisio Syrah Il Castagno 2016;Fabrizio Dionisio;Syrah;DOC Cortona Syrah;14.00;2016;Aged in wood;25.00
Tenuta Belguardo Tirrenico 2017;Mazzei;Blend Red;DOC Maremma Toscana Rosso;14.00;2017;Aged in wood;13.51
Badia a Coltibuono Chianti Classico Cultus Boni Riserva 2016;Badia a Coltibuono;Blend Red;DOCG Chianti Classico Riserva;14.50;2016;Aged in barrique;22.50
Grillesino Morellino di Scansano Battiferro Riserva 2016;Grillesino;Blend Red;DOCG Morellino di Scansano Riserva;14.00;2016;Aged in barrique;16.47
Tenuta Argentiera Bolgheri Rosso Poggio ai Ginepri 2019;Tenuta Argentiera;Blend Red;DOC Bolgheri Rosso;14.50;2019;Aged in barrique;14.01
Silvio Nardi Brunello di Montalcino 2016;Tenute Silvio Nardi;Sangiovese;DOCG Brunello di Montalcino;14.50;2016;Aged in barrique;29.00
Tenuta Sette Ponti Crognolo 2018;Tenuta Sette Ponti;Sangiovese;IGT Toscano o Toscana;14.00;2018;Aged in barrique;23.00
Castello Monsanto Chianti Classico 2018;Castello Monsanto;Blend Red;DOCG Chianti Classico;14.00;2018;Aged in wood;14.64
Felsina Chianti Classico Berardenga Riserva 2017;Felsina;Sangiovese;DOCG Chianti Classico Riserva;13.50;2017;Aged in barrique;21.50
Antinori Chianti Classico Villa Antinori Riserva 2017;Antinori;Blend Red;DOCG Chianti Classico Riserva;14.00;2017;Aged in barrique;16.49
Castello di Fonterutoli Philip 2016;Castello di Fonterutoli (Mazzei);Cabernet Sauvignon;IGT Toscano o Toscana;13.50;2016;Aged in wood;20.70
Antinori Santa Cristina 2019;Antinori;Blend Red;IGT Toscano o Toscana;13.00;2019;Aged in barrique;8.54
La Gerla Aisna Rosso di Montalcino Camponovo 2018;La Gerla;Sangiovese Grosso;DOC Rosso di Montalcino;15.00;2018;Aged in barrique;12.82
Vallepicciola Chianti Classico 2018;Vallepicciola;Sangiovese;DOCG Chianti Classico;14.00;2018;Aged in big casks;14.90
Carpineto Farnito Cabernet Sauvignon 2015;Carpineto;Cabernet Sauvignon;IGT Toscano o Toscana;13.50;2015;Aged in barrique;18.50
Brancaia Il Blu 2017;Brancaia;Blend Red;IGT Toscano o Toscana;14.50;2017;Aged in barrique;51.00
Salcheto Chianti Biskero 2019;Salcheto;Blend Red;DOCG Chianti;13.00;2019;Aged in wood;7.30
Banfi Bolgheri Rosso Aska 2017;Banfi;Blend Red;DOC Bolgheri Rosso;14.00;2017;Aged in barrique;17.90
Il Poggione Brunello di Montalcino Riserva Vigna Paganelli 2015;Il Poggione;Sangiovese;DOCG Brunello di Montalcino Riserva;15.00;2015;Aged in barrique;82.00
Nittardi Chianti Classico Riserva 2016;Nittardi;Blend Red;DOCG Chianti Classico Riserva;14.00;2016;Aged in wood;35.00
Avignonesi 50 & 50 Capannelle 2016;Avignonesi;Blend Red;IGT Toscano o Toscana;13.50;2016;Aged in barrique;102.48
Castello d'Albola Chianti Classico 2017;Castello di Albola;Sangiovese;DOCG Chianti Classico;13.00;2017;Aged in wood;9.85
Campo alla Sughera Adeo 2018;Campo alla Sughera;Blend Red;DOC Bolgheri Rosso;14.50;2018;Aged in barrique;17.60
Mastrojanni Rosso di Montalcino 2018;Mastrojanni;Sangiovese;DOC Rosso di Montalcino;14.00;2018;Aged in wood;25.00
Capezzana Barco Reale di Carmignano 2018;Capezzana;Blend Red;DOC Barco Reale di Carmignano;13.50;2018;Aged in wood;9.89
Pianirossi Montecucco Rosso Sidus 2016;Pianirossi;Blend Red;DOC Montecucco Rosso ;14.00;2016;Aged in wood;10.27
Collemassari Bolgheri Rosso 2019;Colle Massari;Blend Red;DOC Bolgheri Rosso;14.00;2019;Aged in barrique;18.00
Felsina Sangiovese Fontalloro 2018;Felsina;Sangiovese;IGT Toscano o Toscana;14.00;2018;Aged in barrique;42.10
Villa Poggio Salvi Morellino di Scansano Vaio 2018;Villa Poggio Salvi;Sangiovese;DOCG Morellino di Scansano;14.00;2018;No oak/wood;9.76
Fattoria dei Barbi Brunello di Montalcino 2016;Fattoria dei Barbi;Sangiovese;DOCG Brunello di Montalcino;14.50;2016;Aged in wood;29.50
La Poderina Brunello di Montalcino 2016;La Poderina;Sangiovese Grosso;DOCG Brunello di Montalcino;14.50;2016;Aged in wood;28.00
Brancaia N2 Cabernet Sauvignon 2018;Brancaia;Cabernet Sauvignon;DOC Maremma Toscana Cabernet Sauvignon;14.50;2018;Aged in wood;17.49
Bindella Nobile Montepulciano I Quadri 2016;Bindella;Sangiovese;DOCG Vino Nobile di Montepulciano;14.00;2016;Aged in wood;26.90
Banfi Rosso di Montalcino 2019;Banfi;Sangiovese;DOC Rosso di Montalcino;14.50;2019;No oak/wood;12.90
Tenuta di Lilliano Chianti Classico Gran Selezione 2016;Tenuta di Lilliano;Blend Red;DOCG Chianti Classico Gran Selezione;14.50;2016;Aged in wood;26.23
Col d'Orcia Rosso di Montalcino Bio 2019;Col d'Orcia;Sangiovese;DOC Rosso di Montalcino;14.50;2019;Aged in wood;12.90
Banfi Rosso di Montalcino Poggio alle Mura 2018;Banfi;Sangiovese;DOC Rosso di Montalcino;14.50;2018;Aged in barrique;15.90
Fattoria dell'Aiola Logaiolo 2016;Fattoria della Aiola;Blend Red;IGT Toscano o Toscana;13.50;2016;No oak/wood;14.79
Castello di Pomino Pinot Nero 2018;Castello di Pomino (Frescobaldi);Blend Red;DOC Pomino Pinot Nero;13.00;2018;Aged in barrique;14.90
Uggiano Syrah Syrà 2018;Uggiano;Syrah;IGT Toscano o Toscana;14.00;2018;Aged in barrique;8.91
Caccia al Piano Bolgheri Ruit Hora 2018;Caccia al Piano 1868 (Berlucchi);Blend Red;DOC Bolgheri Rosso;13.50;2018;Aged in barrique;16.49
San Felice Il Grigio Chianti Classico Riserva 2018;San Felice;Sangiovese;DOCG Chianti Classico Riserva;13.50;2018;Aged in wood;13.01
Caccia al Piano Bolgheri Superiore Levia Gravia 2016;Caccia al Piano 1868 (Berlucchi);Blend Red;DOC Bolgheri Rosso Superiore;14.50;2016;Aged in barrique;28.89
Banfi Brunello di Montalcino 2016;Banfi;Sangiovese Grosso;DOCG Brunello di Montalcino;14.00;2016;Aged in barrique;30.89
Grattamacco Bolgheri Superiore Grattamacco 2017;Grattamacco;Blend Red;DOC Bolgheri Rosso Superiore;14.50;2017;Aged in barrique;60.00
Fattoria del Cerro Nobile di Montepulciano 2018;Tenute del Cerro;Blend Red;DOCG Vino Nobile di Montepulciano;13.50;2018;Aged in wood;13.80
Tenuta Perano Chianti Classico Gran Selezione Rialzi 2016;Tenuta Perano (Marchesi Frescobaldi);Sangiovese;DOCG Chianti Classico Gran Selezione;14.00;2016;Aged in barrique;39.89
San Felice Chianti Classico 2019;San Felice;Blend Red;DOCG Chianti Classico;13.00;2019;Aged in big casks;9.50
Leonardo da Vinci Vitruviano Brunello di Montalcino 2015;Cantine Leonardo da Vinci;Sangiovese;DOCG Brunello di Montalcino;13.50;2015;Aged in wood;32.00
Argiano Brunello di Montalcino 2016;Argiano;Sangiovese;DOCG Brunello di Montalcino;14.00;2016;Aged in barrique;42.70
Castello Albola Chianti Gran Selezione Santa Caterina 2016;Castello di Albola;Sangiovese;DOCG Chianti Classico Gran Selezione;14.00;2016;Aged in barrique;24.40
Tenuta Nozzole Chianti Classico La Forra Riserva 2016;Tenuta di Nozzole (Folonari);Sangiovese;DOCG Chianti Classico Riserva;14.00;2016;Aged in barrique;17.35
Biondi Santi Brunello di Montalcino Greppo 2015;Biondi Santi;Sangiovese;DOCG Brunello di Montalcino;14.50;2015;Aged in wood;164.70
Antinori Chianti Classico Peppoli 2019;Antinori;Blend Red;DOCG Chianti Classico;13.50;2019;Aged in wood;12.51
Querciabella Mongrana 2018;Querciabella;Blend Red;DOC Maremma Toscana Rosso;14.00;2018;No oak/wood;16.99
Capanna Brunello di Montalcino 2016;Capanna;Sangiovese;DOCG Brunello di Montalcino;14.50;2016;Aged in barrique;41.99
Lisini Brunello di Montalcino 2016;Lisini Azienda Agraria;Sangiovese;DOCG Brunello di Montalcino;14.50;2016;Aged in wood;43.01
Talenti Brunello di Montalcino 2016;Talenti Azienda Agricola;Sangiovese;DOCG Brunello di Montalcino;14.50;2016;Aged in barrique;41.50
Castello Vicchiomaggio Ripa delle More 2017;Castello Vicchiomaggio;Blend Red;IGT Toscano o Toscana;14.00;2017;Aged in barrique;20.83
Brancaia Ilatraia 2008;Brancaia;Blend Red;IGT Maremma Toscana;14.00;2008;Aged in barrique;38.00
Castello dei Rampolla Sammarco 2015;Castello dei Rampolla;Blend Red;IGT Toscano o Toscana;14.50;2015;Aged in barrique;46.49
Fattoria di Rodano Chianti Classico 2017;Fattoria di Rodano;Blend Red;DOCG Chianti Classico;15.00;2017;Aged in barrique;15.93
Tenuta Perano Chianti Classico 2018;Tenuta Perano (Marchesi Frescobaldi);Sangiovese;DOCG Chianti Classico;14.00;2018;Aged in barrique;13.80
Le Potazzine Brunello Montalcino 2015;Le Potazzine;Sangiovese;DOCG Brunello di Montalcino;14.00;2015;Aged in wood;73.27
Casanova di Neri Brunello Montalcino Tenuta Nuova 2016;Casanova di Neri;Sangiovese;DOCG Brunello di Montalcino;14.50;2016;Aged in barrique;115.90
Leonardo da Vinci Villa da Vinci Syrah Linarius 2016;Cantine Leonardo da Vinci;Syrah;IGT Toscano o Toscana;13.50;2016;With passage on wood;15.99
Leonardo da Vinci Vitruviano Chianti Riserva 2018;Cantine Leonardo da Vinci;Blend Red;DOCG Chianti Riserva;13.50;2018;Aged in wood;10.91
Luce della Vite Lucente 2018;Luce della Vite (Frescobaldi);Blend Red;IGT Toscano o Toscana;14.50;2018;Aged in barrique;24.00
Piazzano Blend 1 2015;Fattoria di Piazzano;Blend Red;IGT Toscano o Toscana;14.00;2015;Aged in barrique;18.00
Castello di Bolgheri Varvarà 2019;Castello di Bolgheri;Blend Red;DOC Bolgheri Rosso;14.50;2019;Aged in barrique;19.30
Tenuta di Biserno Il Pino di Biserno 2018;Biserno;Blend Red;IGT Toscano o Toscana;14.50;2018;Aged in barrique;44.01
Leonardo da Vinci Vitruviano Rosso Montalcino 2017;Cantine Leonardo da Vinci;Sangiovese;DOC Rosso di Montalcino;13.00;2017;No oak/wood;13.90
Fertuna Pactio 2016;Fertuna;Blend Red;IGT Toscano o Toscana;13.00;2016;Aged in wood;11.50
Piazzano Chianti Superiore Rio Camerata 2018;Fattoria di Piazzano;Blend Red;DOCG Chianti Superiore;13.50;2018;No oak/wood;11.05
Lamole di Lamole Chianti Classico Etichetta Blu 2017;Lamole di Lamole;Blend Red;DOCG Chianti Classico;13.50;2017;Aged in barrique;13.51
Castello di Ama Il Chiuso Pinot Nero 2018;Castello di Ama;Pinot Nero;IGT Toscano o Toscana;13.50;2018;Aged in barrique;21.00
Ricasoli 1141 Chianti Classico Gran Selezione Castello di Brolio 2016;Ricasoli 1141;Blend Red;DOCG Chianti Classico Gran Selezione;14.00;2016;Aged in barrique;42.70
Fattoria dei Barbi Brunello Montalcino Colombini 2015;Fattoria dei Barbi;Sangiovese;DOCG Brunello di Montalcino;14.50;2015;Aged in wood;40.26
Tenuta Nozzole Chianti Classico 2018;Tenuta di Nozzole (Folonari);Sangiovese;DOCG Chianti Classico;14.00;2018;Aged in wood;11.90
Castello di Ama Haiku 2017;Castello di Ama;Blend Red;IGT Toscano o Toscana;13.50;2017;Aged in barrique;39.89
Tua Rita Rosso dei Notri 2019;Tua Rita;Blend Red;IGT Toscano o Toscana;14.50;2019;Aged in barrique;15.99
Col D'Orcia Chianti Gineprone 2018;Col d'Orcia;Blend Red;DOCG Chianti;13.50;2018;Aged in wood;7.93
Carpineto Chianti Classico Riserva 2016;Carpineto;Blend Red;DOCG Chianti Classico Riserva;13.50;2016;Aged in barrique;19.70
La Poderina Brunello Montalcino Poggio Abate Riserva 2013;La Poderina;Sangiovese Grosso;DOCG Brunello di Montalcino Riserva;14.50;2013;Aged in barrique;39.00
Fabrizio Dionisio Syrah Castagnino 2019;Fabrizio Dionisio;Syrah;DOC Cortona Syrah;14.00;2019;Aged in barrique;12.99
Tenuta di Frescobaldi Castiglioni 2018;Marchesi Frescobaldi;Blend Red;IGT Toscano o Toscana;13.50;2018;Aged in barrique;13.90
Casa di Terra Bolgheri Moreccio 2019;Casa di Terra;Blend Red;DOC Bolgheri Rosso;14.00;2019;Aged in barrique;13.69
Leonardo da Vinci Capolavori Chianti Riserva Vergine delle Rocce 2017;Cantine Leonardo da Vinci;Blend Red;DOCG Chianti Riserva;14.00;2017;Aged in barrique;13.90
Silvio Nardi Rosso di Montalcino 2018;Tenute Silvio Nardi;Sangiovese Grosso;DOC Rosso di Montalcino;13.50;2018;Aged in wood;11.90
Ricasoli 1141 Chianti Barone Ricasoli 2019;Ricasoli 1141;Sangiovese;DOCG Chianti;13.00;2019;Aged in barrique;7.44
San Felice Perolla Rosso 2019;San Felice;Blend Red;IGT Toscano o Toscana;13.50;2019;No oak/wood;7.30
Castello Banfi Chianti Superiore 2019;Banfi;Blend Red;DOCG Chianti Superiore;13.00;2019;Aged in big casks;7.91
Felsina Chianti Classico Colonia Gran Selezione 2017;Felsina;Sangiovese;DOCG Chianti Classico Gran Selezione;13.50;2017;Aged in barrique;80.52
Folonari Bolgheri Rosso Campo al Mare 2019;Tenute Folonari;Blend Red;DOC Bolgheri Rosso;15.50;2019;Aged in wood;17.90
Fattoria Ambra Carmignano Santa Cristina in Pilli 2017;Fattoria Ambra;Blend Red;DOCG Carmignano;14.50;2017;Aged in wood;12.51
Castello di Farnetella Chianti Colli Senesi 2018;Castello di Farnetella;Blend Red;DOCG Chianti Colli Senesi;13.00;2018;Aged in big casks;9.33
Le Ragnaie Brunello di Montalcino 2015;Le Ragnaie;Sangiovese;DOCG Brunello di Montalcino;14.50;2015;Aged in wood;51.50
Castello di Fonterutoli Chianti Classico Gran Selezione 2017;Castello di Fonterutoli (Mazzei);Blend Red;DOCG Chianti Classico Gran Selezione;13.50;2017;Aged in wood;36.00
Fanti Brunello di Montalcino 2016;Fanti;Sangiovese;DOCG Brunello di Montalcino;14.50;2016;Aged in barrique;34.16
Morisfarms Avvoltore 2015;Morisfarms;Blend Red;IGT Toscano o Toscana;14.00;2015;Aged in wood;33.00
Dievole Tenuta Meraviglia Bolgheri Rosso 2018;Dievole;Blend Red;DOC Bolgheri Rosso;13.00;2018;Aged in wood;20.50
Carpineta Fontalpino Do Ut Des 2016;Carpineta Fontalpino;Blend Red;IGT Toscano o Toscana;13.50;2016;Aged in barrique;31.11
Tenuta di Arceno Chianti Classico 2018;Tenuta di Arceno;Blend Red;DOCG Chianti Classico;15.00;2018;Aged in barrique;14.99
Frescobaldi Pian di Remole Rosso 2019;Marchesi Frescobaldi;Blend Red;IGT Toscano o Toscana;12.50;2019;With passage on wood;7.93
Vallepicciola Mordese Cabernet Franc 2017;Vallepicciola;Cabernet Franc;IGT Toscano o Toscana;14.00;2017;Aged in barrique;26.28
Leonardo da Vinci Vitruviano Rosso Montalcino 2018;Cantine Leonardo da Vinci;Sangiovese;DOC Rosso di Montalcino;13.00;2018;No oak/wood;13.90
Leonardo da Vinci Capolavori Rosso di Montalcino Gli Angeli 2017;Cantine Leonardo da Vinci;Sangiovese;DOC Rosso di Montalcino;13.00;2017;No oak/wood;15.01
Frescobaldi Pater Sangiovese 2019;Marchesi Frescobaldi;Sangiovese;IGT Toscano o Toscana;12.50;2019;Aged in barrique;7.78
Poggio al Tesoro Bolgheri Il Seggio 2018;Poggio al Tesoro;Blend Red;DOC Bolgheri Rosso;14.50;2018;Aged in barrique;19.90
Ricasoli 1141 Bolgheri Rosso 2018;Ricasoli 1141;Blend Red;DOC Bolgheri Rosso;14.50;2018;Aged in barrique;17.69
Tenuta di Nozzole Il Pareto 2017;Tenuta di Nozzole (Folonari);Cabernet Sauvignon;IGT Toscano o Toscana;15.50;2017;Aged in barrique;55.00
Fattoria del Cerro Nobile di Montepulciano Antica Chiusina 2016;Tenute del Cerro;Sangiovese Grosso;DOCG Vino Nobile di Montepulciano;14.00;2016;Aged in barrique;22.28
Boscarelli Vino Nobile di Montepulciano Riserva 2016;Boscarelli;Blend Red;DOCG Vino Nobile di Montepulciano Riserva;14.00;2016;Aged in wood;29.00
Colombaio di Cencio Chianti Classico Monticello 2018;Colombaio di Cencio;Sangiovese;DOCG Chianti Classico;14.00;2018;Aged in barrique;11.98
Uggiano Chianti Classico Prestige 2018;Uggiano;Blend Red;DOCG Chianti Classico;13.00;2018;Aged in big casks;9.76
La Fiorita Brunello di Montalcino 2015;La Fiorita;Sangiovese;DOCG Brunello di Montalcino;15.00;2015;Aged in barrique;46.36
Tenuta Le Colonne Bolgheri Rosso 2018;Tenuta le Colonne;Blend Red;DOC Bolgheri Rosso;13.50;2018;Aged in wood;16.90
Folonari Brunello di Montalcino La Fuga 2016;Tenuta La Fuga (Folonari);Sangiovese;DOCG Brunello di Montalcino;14.50;2016;Aged in wood;34.16
Donna Olimpia 1898 Bolgheri Rosso 2018;Donna Olimpia 1898;Blend Red;DOC Bolgheri Rosso;14.00;2018;Aged in wood;15.49
Castello di Farnetella Lucilla 2018;Castello di Farnetella;Blend Red;IGT Toscano o Toscana;13.00;2018;Aged in big casks;9.15
Piazzano Chianti 2019;Fattoria di Piazzano;Blend Red;DOCG Chianti;13.50;2019;No oak/wood;8.91
Tolaini Picconero 2015;Tolaini;Blend Red;IGT Toscano o Toscana;14.50;2015;Aged in barrique;60.87
Campo Alle Comete Podere 277 Syrah 2018;Campo alle Comete;Syrah;IGT Toscano o Toscana;13.50;2018;No oak/wood;10.50
Pianirossi Maremma Toscana Rosso 2016;Pianirossi;Blend Red;IGT Toscano o Toscana;14.00;2016;Aged in wood;24.27
Terenzi Morellino di Scansano Madrechiesa Riserva 2015;Terenzi;Sangiovese;DOCG Morellino di Scansano Riserva;14.00;2015;Aged in big casks;23.52
Castello di Ama Chianti Classico Ama 2019;Castello di Ama;Blend Red;DOCG Chianti Classico;13.50;2019;Aged in barrique;19.90
Braccesca Cortona Syrah Achelo 2019;La Braccesca (Antinori);Syrah;DOC Cortona Rosso;13.50;2019;Aged in barrique;10.50
Castelvecchi Chianti Classico Lodolaio Riserva 2016;Castelvecchi;Sangiovese;DOCG Chianti Classico Riserva;14.00;2016;Aged in barrique;19.11
Badia a Coltibuono Chianti Cetamura 2018;Badia a Coltibuono;Sangiovese;DOCG Chianti;12.50;2018;No oak/wood;9.10
Leonardo da Vinci Capolavori Brunello di Montalcino San Giovanni Battista 2015;Cantine Leonardo da Vinci;Sangiovese;DOCG Brunello di Montalcino;13.50;2015;Aged in wood;36.91
Poggio Nicchiaia Tigliano 2019;Poggio Nicchiaia;Blend Red;IGT Toscano o Toscana;13.50;2019;Aged in wood;8.43
Fontodi Chianti Classico Bio 2018;Fontodi;Sangiovese;DOCG Chianti Classico;14.50;2018;Aged in barrique;26.84
Poggio al Tufo Alicante 2016;Poggio al Tufo;Alicante Bouschet;IGT Toscano o Toscana;13.00;2016;Aged in wood;11.80
Poliziano In Violas 2016;Poliziano;Merlot;DOC Cortona Merlot;14.50;2016;Aged in barrique;18.30
Grillesino Morellino di Scansano Battiferro 2018;Grillesino;Blend Red;DOCG Morellino di Scansano;13.00;2018;No oak/wood;9.50
Castelgiocondo Brunello di Montalcino 2016;Castelgiocondo (Frescobaldi);Sangiovese;DOCG Brunello di Montalcino;14.50;2016;Aged in wood;41.16
Borgo Salcetino Chianti Classico Lucarello Riserva 2016;Borgo Salcetino (Livon);Blend Red;DOCG Chianti Classico Riserva;13.50;2016;Aged in wood;18.00
Folonari Bolgheri Rosso Superiore Campo al Mare Baia al Vento 2017;Tenute Folonari;Blend Red;DOC Bolgheri Rosso Superiore;15.50;2017;Aged in barrique;32.00
Ciacci Piccolomini Rosso di Montalcino 2019;Ciacci Piccolomini d'Aragona;Sangiovese Grosso;DOC Rosso di Montalcino;14.50;2019;Aged in wood;14.10
